2013-05-17 01:28:08.052
antenna	 u coordinate	 v coordinate	 w coordinate
16	5118.9355115	-1560.58622664	-3942.88860397
17	6998.24058262	-3335.79631324	-5340.26945234
18	8438.4589175	-5903.38552103	-6325.06121111
19	11081.2657602	-6271.71036162	-8354.81344142
20	-1382.85008895	-1520.65374675	1171.40957269
21	-2485.55833695	-2958.56291112	2123.47451077
22	-4703.13643253	-4731.27188411	3929.2959064
23	-6447.90798961	-5766.97757103	5325.49253716
24	-7613.21756319	-7447.01822738	6286.94448361
25	-568.564414341	2862.86621477	347.860977477
26	-140.700388158	4617.35229495	-66.2706911668
27	-1148.66391865	6626.65639584	634.856716461
28	-2193.58264543	9117.46022365	1341.39264068
29	-2183.9522411	13952.7741333	1118.72671734
2013-05-17 01:28:58.388
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.222546489	108.453403691	-215.222726488
2	526.574903279	146.58548446	-418.165795806
3	842.720716107	98.7387358011	-657.210528595
4	989.342632708	155.122854981	-770.172554412
5	423.601980909	381.281081361	-340.861236086
6	504.048496069	379.043866918	-405.002957844
7	228.415338008	486.833401202	-191.291905308
8	463.140688905	290.848434778	-370.445047568
9	527.120966699	785.887673898	-433.2709967
10	917.722302408	620.513790536	-734.761810397
11	257.598949647	753.000915082	-222.734328352
12	771.914452092	1443.5346316	-646.902501485
13	751.099991878	903.620668926	-615.743588509
14	1865.95248857	-72.2692672637	-1458.69775906
15	3193.09499129	-553.858300919	-2480.45050902
16	5118.87737853	-1560.55012554	-3942.97836341
17	6998.17046608	-3335.74695837	-5340.39216507
18	8438.38964042	-5903.32600901	-6325.20917791
19	11081.1634888	-6271.63221132	-8355.00774925
20	-1382.81882376	-1520.66349919	1171.43382053
21	-2485.50023635	-2958.58044032	2123.51809424
22	-4703.03416462	-4731.30505263	3929.37837446
23	-6447.77393493	-5767.02304445	5325.60559931
24	-7613.05480086	-7447.07191905	6287.07797907
25	-568.57850491	2862.86220492	347.870947312
26	-140.734114074	4617.35130254	-66.2682237059
27	-1148.69952082	6626.64829476	634.876858463
28	-2193.62342479	9117.44475325	1341.43110526
29	-2184.03102595	13952.7587307	1118.76501338
2013-05-17 01:28:58.639
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.218158962	108.455245897	-215.227306828
2	526.566815784	146.589074314	-418.174721387
3	842.708902849	98.7444809418	-657.224812939
4	989.328520281	155.129599697	-770.189324035
5	423.593603754	381.283969205	-340.868416233
6	504.039046926	379.047303196	-405.011501582
7	228.40877655	486.834958383	-191.295776981
8	463.132426804	290.851592174	-370.452897913
9	527.108264773	785.89126746	-433.279931498
10	917.705617453	620.520046977	-734.777366006
11	257.590040648	753.002671212	-222.738694679
12	771.893645533	1443.53989399	-646.915585559
13	751.083394298	903.625789434	-615.756319806
14	1865.92825546	-72.2565463648	-1458.72938748
15	3193.05672204	-553.83653238	-2480.5046329
16	5118.82118158	-1560.51522819	-3943.06512989
17	6998.10268437	-3335.69924914	-5340.51078621
18	8438.32266971	-5903.2684812	-6325.35221133
19	11081.0646226	-6271.55666671	-8355.19557844
20	-1382.78860027	-1520.67292634	1171.4572596
21	-2485.44407159	-2958.59738483	2123.56022396
22	-4702.93530405	-4731.33711485	3929.45809188
23	-6447.64434655	-5767.06700119	5325.71489049
24	-7612.89746136	-7447.1238199	6287.20702198
25	-568.592125601	2862.85832864	347.880585054
26	-140.766715745	4617.35034298	-66.2658379317
27	-1148.73393587	6626.64046348	634.896329658
28	-2193.6628441	9117.42979827	1341.46828836
29	-2184.1071839	13952.743841	1118.8020342
2013-05-17 01:28:58.889
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.213771346	108.457088072	-215.231887094
2	526.558728113	146.592664114	-418.183646831
3	842.69708931	98.7502260019	-657.239097082
4	989.314407523	155.136344317	-770.206093418
5	423.585226459	381.286856992	-340.875596239
6	504.029597615	379.050739409	-405.02004516
7	228.402215016	486.836515519	-191.299648543
8	463.124164549	290.854749514	-370.460748118
9	527.09556267	785.894860935	-433.28886608
10	917.688932192	620.526303305	-734.792921331
11	257.581131562	753.004427281	-222.743060855
12	771.872838716	1443.54515624	-646.92866928
13	751.066796467	903.630909828	-615.769050821
14	1865.90402172	-72.2438256311	-1458.76101548
15	3193.01845173	-553.814764102	-2480.55875613
16	5118.76498292	-1560.48033123	-3943.15189543
17	6998.03490033	-3335.65154037	-5340.62940619
18	8438.25569618	-5903.21095384	-6325.49524361
19	11080.9657528	-6271.48112278	-8355.38340596
20	-1382.75837631	-1520.68235329	1171.48069814
21	-2485.387906	-2958.61432895	2123.60235273
22	-4702.83644191	-4731.3691764	3929.53780762
23	-6447.51475602	-5767.11095704	5325.82417947
24	-7612.74011932	-7447.17571968	6287.33606222
25	-568.605746102	2862.85445226	347.890223027
26	-140.799317369	4617.34938321	-66.2634516048
27	-1148.76835052	6626.63263196	634.915801437
28	-2193.70226267	9117.41484301	1341.50547214
29	-2184.18334112	13952.7289507	1118.83905631
2013-05-17 01:28:59.140
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.209383639	108.458930218	-215.236467285
2	526.550640265	146.596253858	-418.192572137
3	842.685275489	98.7559709814	-657.253381026
4	989.300294436	155.143088841	-770.222862563
5	423.576849021	381.289744722	-340.882776102
6	504.020148135	379.054175559	-405.028588578
7	228.395653405	486.838072611	-191.303519994
8	463.115902139	290.857906798	-370.468598183
9	527.082860392	785.898454323	-433.297800448
10	917.672246625	620.532559518	-734.808476374
11	257.57222239	753.006183289	-222.74742688
12	771.852031641	1443.55041835	-646.941752648
13	751.050198385	903.636030109	-615.781781554
14	1865.87978736	-72.2311050627	-1458.79264308
15	3192.98018034	-553.792996086	-2480.61287871
16	5118.70878256	-1560.44543465	-3943.23866001
17	6997.96711395	-3335.60383206	-5340.74802503
18	8438.18871983	-5903.15342693	-6325.63827476
19	11080.8668793	-6271.40557952	-8355.5712318
20	-1382.7281519	-1520.69178003	1171.50413618
21	-2485.33173958	-2958.63127269	2123.64448055
22	-4702.7375782	-4731.40123727	3929.61752169
23	-6447.38516334	-5767.15491202	5325.93346625
24	-7612.58277473	-7447.22761839	6287.46509979
25	-568.619366413	2862.85057579	347.899861231
26	-140.831918946	4617.34842321	-66.2610647253
27	-1148.8027648	6626.6248002	634.935273799
28	-2193.74168051	9117.39988749	1341.54265658
29	-2184.2594976	13952.71406	1118.87607971
2013-05-17 01:28:59.390
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.204995842	108.460772334	-215.241047402
2	526.542552243	146.599843547	-418.201497307
3	842.673461387	98.7617158804	-657.267664769
4	989.286181018	155.149833268	-770.239631468
5	423.568471443	381.292632395	-340.889955823
6	504.010698488	379.057611643	-405.037131835
7	228.389091719	486.839629657	-191.307391334
8	463.107639574	290.861064025	-370.476448107
9	527.070157939	785.902047625	-433.306734599
10	917.655560751	620.538815618	-734.824031135
11	257.563313132	753.007939237	-222.751792753
12	771.831224308	1443.55568032	-646.954835664
13	751.033600053	903.641150277	-615.794512007
14	1865.85555237	-72.2183846595	-1458.82427026
15	3192.9419079	-553.77122833	-2480.66700064
16	5118.65258049	-1560.41053846	-3943.32542364
17	6997.89932524	-3335.55612421	-5340.86664272
18	8438.12174067	-5903.09590049	-6325.78130477
19	11080.7680021	-6271.33003694	-8355.75905597
20	-1382.69792702	-1520.70120657	1171.5275737
21	-2485.27557234	-2958.64821605	2123.68660741
22	-4702.63871292	-4731.43329747	3929.69723409
23	-6447.2555685	-5767.19886611	5326.04275084
24	-7612.4254276	-7447.27951603	6287.5941347
25	-568.632986534	2862.84669923	347.909499666
26	-140.864520476	4617.34746299	-66.2586772932
27	-1148.83717869	6626.61696822	634.954746745
28	-2193.78109761	9117.3849317	1341.57984169
29	-2184.33565336	13952.6991687	1118.91310441
2013-05-17 01:28:59.641
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.200607955	108.46261442	-215.245627445
2	526.534464044	146.603433182	-418.210422339
3	842.661647003	98.7674606989	-657.281948312
4	989.27206727	155.156577599	-770.256400134
5	423.560093723	381.29552001	-340.897135403
6	504.001248672	379.061047664	-405.045674932
7	228.382529956	486.841186659	-191.311262562
8	463.099376855	290.864221196	-370.484297892
9	527.057455309	785.90564084	-433.315668536
10	917.638874571	620.545071605	-734.839585612
11	257.554403788	753.009695124	-222.756158476
12	771.810416718	1443.56094215	-646.967918327
13	751.01700147	903.646270332	-615.807242178
14	1865.83131677	-72.2056644215	-1458.85589703
15	3192.90363439	-553.749460835	-2480.72112192
16	5118.59637671	-1560.37564265	-3943.41218631
17	6997.83153419	-3335.50841682	-5340.98525926
18	8438.05475869	-5903.0383745	-6325.92433365
19	11080.6691211	-6271.25449503	-8355.94687846
20	-1382.66770169	-1520.7106329	1171.55101072
21	-2485.21940426	-2958.66515903	2123.72873332
22	-4702.53984608	-4731.465357	3929.7769448
23	-6447.12597151	-5767.24281931	5326.15203323
24	-7612.26807793	-7447.33141259	6287.72316694
25	-568.646606466	2862.84282257	347.919138332
26	-140.897121959	4617.34650254	-66.2562893084
27	-1148.8715922	6626.60913599	634.974220273
28	-2193.82051399	9117.36997564	1341.61702746
29	-2184.4118084	13952.6842769	1118.95013039
2013-05-17 01:28:59.892
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.196217575	108.464457484	-215.25020992
2	526.526371242	146.607024725	-418.21935212
3	842.649825872	98.7732085812	-657.296239472
4	989.257945466	155.163325525	-770.273177739
5	423.551711276	381.298409149	-340.90431877
6	503.991793515	379.0644855	-405.054222545
7	228.375964525	486.842744469	-191.315135798
8	463.091109459	290.867380039	-370.492151833
9	527.04474555	785.909235936	-433.324607147
10	917.622178952	620.551330901	-734.85514832
11	257.545489482	753.011451911	-222.760526438
12	771.789597482	1443.56620671	-646.981007798
13	751.000393551	903.651393076	-615.819979035
14	1865.80706727	-72.1929373864	-1458.8875407
15	3192.86533886	-553.727681687	-2480.77527218
16	5118.54014046	-1560.34072812	-3943.49899553
17	6997.7637037	-3335.46068378	-5341.10393958
18	8437.98773723	-5902.98081748	-6326.06743968
19	11080.5701824	-6271.17891245	-8356.13480208
20	-1382.63745934	-1520.72006418	1171.57446004
21	-2485.16320461	-2958.68211089	2123.77088134
22	-4702.44092354	-4731.4974334	3929.85669747
23	-6446.99630144	-5767.28679569	5326.26137324
24	-7612.1106396	-7447.38333649	6287.85226713
25	-568.660233662	2862.8389437	347.928782505
26	-140.929741239	4617.34554135	-66.2538994636
27	-1148.90602416	6626.60129925	634.993705045
28	-2193.8599512	9117.35501112	1341.65423426
29	-2184.48800438	13952.6693764	1118.98717794
2013-05-17 01:29:00.142
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.191829508	108.46629951	-215.254789814
2	526.518282692	146.610614249	-418.228276878
3	842.638010926	98.7789532385	-657.310522614
4	989.243831058	155.170069664	-770.289945926
5	423.543333273	381.30129665	-340.911498065
6	503.982343363	379.067921392	-405.062765322
7	228.369402609	486.844301381	-191.319006804
8	463.08284643	290.870537097	-370.500001337
9	527.032042568	785.912828978	-433.333540653
10	917.605492159	620.55758666	-734.870702231
11	257.536579966	753.013207676	-222.764891858
12	771.768789376	1443.57146826	-646.994089756
13	750.983794467	903.656512904	-615.832708643
14	1865.78283042	-72.180217479	-1458.91916665
15	3192.82706321	-553.705914714	-2480.82939216
16	5118.48393326	-1560.30583307	-3943.5857563
17	6997.69590798	-3335.41297732	-5341.22255382
18	8437.92074962	-5902.9232924	-6326.21046629
19	11080.471294	-6271.10337188	-8356.32262121
20	-1382.60723308	-1520.7294901	1171.59789603
21	-2485.10703488	-2958.6990531	2123.81300535
22	-4702.34205355	-4731.52949157	3929.93640484
23	-6446.86670014	-5767.33074713	5326.37065124
24	-7611.95328485	-7447.43523091	6287.98129404
25	-568.673853214	2862.83506686	347.938421632
26	-140.962342628	4617.34458046	-66.2515103734
27	-1148.9404369	6626.59346656	635.01317974
28	-2193.89936611	9117.34005452	1341.69142138
29	-2184.56415795	13952.6544836	1119.0242065
2013-05-17 01:29:00.401
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.187290033	108.468205023	-215.259527557
2	526.509915042	146.614327491	-418.237509242
3	842.625788272	98.7848959028	-657.325298068
4	989.229229598	155.177046258	-770.307292075
5	423.534666225	381.304283661	-340.918924773
6	503.972567166	379.071475694	-405.071602509
7	228.362614341	486.845911933	-191.323011176
8	463.074298307	290.87380296	-370.508121367
9	527.018901367	785.916545827	-433.342781984
10	917.588229638	620.564058015	-734.886792187
11	257.527363135	753.015023921	-222.769407652
12	771.747263479	1443.57691108	-647.007622444
13	750.966622736	903.661809159	-615.845876907
14	1865.75775715	-72.1670591279	-1458.95188272
15	3192.7874666	-553.68339743	-2480.88537767
16	5118.42578608	-1560.26973515	-3943.67550781
17	6997.62577202	-3335.3636263	-5341.345257
18	8437.85144912	-5902.86378418	-6326.35842365
19	11080.3689919	-6271.02522718	-8356.51691511
20	-1382.57596405	-1520.73924083	1171.62213961
21	-2485.04892738	-2958.71657912	2123.8565809
22	-4702.2397726	-4731.56265449	3930.01885897
23	-6446.73262758	-5767.37621321	5326.48369513
24	-7611.7905014	-7447.48891366	6288.11476734
25	-568.687942206	2862.83105623	347.948393386
26	-140.996068153	4617.34358621	-66.2490383192
27	-1148.97603588	6626.58536353	635.033326591
28	-2193.94013939	9117.32458189	1341.72989151
29	-2184.64293674	13952.6390767	1119.06251327
2013-05-17 01:29:00.652
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.182901781	108.470046988	-215.264107299
2	526.501826134	146.617916903	-418.246433722
3	842.613972754	98.7906403962	-657.339580803
4	989.215114518	155.183790201	-770.324059776
5	423.526287934	381.307171046	-340.926103779
6	503.963116671	379.074911455	-405.08014496
7	228.35605227	486.847468755	-191.326881955
8	463.066034964	290.876959904	-370.515970586
9	527.006198028	785.920138692	-433.351715052
10	917.571542222	620.570313542	-734.902345523
11	257.518453445	753.016779563	-222.773772765
12	771.726454849	1443.58217234	-647.020703684
13	750.950023142	903.666928757	-615.858605943
14	1865.73351903	-72.1543395566	-1458.98350784
15	3192.74918878	-553.661630988	-2480.93949634
16	5118.36957541	-1560.23484089	-3943.76226665
17	6997.55797154	-3335.31592077	-5341.46386891
18	8437.78445578	-5902.80626003	-6326.50144795
19	11080.270096	-6270.94968799	-8356.70473083
20	-1382.54573685	-1520.74866633	1171.64557456
21	-2484.99275596	-2958.73352055	2123.89870297
22	-4702.14089942	-4731.5947113	3930.09856292
23	-6446.6030219	-5767.42016285	5326.59296866
24	-7611.63314148	-7447.54080589	6288.24378881
25	-568.701561372	2862.8271792	347.958032984
26	-141.028669446	4617.34262487	-66.2466481047
27	-1149.01044784	6626.57753036	635.052802473
28	-2193.97955281	9117.30962475	1341.76707998
29	-2184.71908883	13952.6241828	1119.09954447
2013-05-17 01:29:00.902
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.17851344	108.471888923	-215.268686967
2	526.49373705	146.621506259	-418.255358064
3	842.602156954	98.7963848092	-657.353863337
4	989.200999107	155.190534047	-770.340827237
5	423.517909502	381.310058374	-340.933282643
6	503.953666008	379.07834715	-405.088687251
7	228.349490123	486.849025531	-191.330752623
8	463.057771467	290.880116791	-370.523819666
9	526.993494512	785.923731472	-433.360647904
10	917.5548545	620.576568956	-734.917898576
11	257.509543668	753.018535144	-222.778137728
12	771.705645962	1443.58743345	-647.033784571
13	750.933423297	903.672048242	-615.871334697
14	1865.70928029	-72.1416201506	-1459.01513254
15	3192.71090991	-553.639864807	-2480.99361435
16	5118.31336302	-1560.19994701	-3943.84902452
17	6997.49016873	-3335.26821572	-5341.58247966
18	8437.71745962	-5902.74873634	-6326.64447111
19	11080.1711965	-6270.87414948	-8356.89254488
20	-1382.51550919	-1520.75809162	1171.66900899
21	-2484.93658371	-2958.7504616	2123.94082409
22	-4702.04202467	-4731.62676743	3930.1782652
23	-6446.47341408	-5767.46411161	5326.70223999
24	-7611.47577902	-7447.59269705	6288.37280762
25	-568.715180347	2862.82330208	347.967672812
26	-141.061270692	4617.3416633	-66.2442573376
27	-1149.04485942	6626.56969695	635.072278939
28	-2194.01896549	9117.29466734	1341.80426912
29	-2184.79524019	13952.6092884	1119.13657695
2013-05-17 01:29:01.153
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.174125009	108.473730829	-215.273266561
2	526.485647791	146.625095561	-418.264282269
3	842.590340874	98.8021291415	-657.368145671
4	989.186883366	155.197277798	-770.357594459
5	423.509530929	381.312945644	-340.940461366
6	503.944215177	379.081782782	-405.097229381
7	228.3429279	486.850582263	-191.33462318
8	463.049507815	290.883273622	-370.531668605
9	526.980790821	785.927324164	-433.369580541
10	917.538166471	620.582824256	-734.933451346
11	257.500633806	753.020290664	-222.782502539
12	771.684836817	1443.59269442	-647.046865106
13	750.916823201	903.677167614	-615.88406317
14	1865.68504093	-72.1289009098	-1459.04675683
15	3192.67262996	-553.618098887	-2481.04773172
16	5118.25714893	-1560.16505351	-3943.93578145
17	6997.42236359	-3335.22051112	-5341.70108927
18	8437.65046064	-5902.69121311	-6326.78749313
19	11080.0722932	-6270.79861164	-8357.08035726
20	-1382.48528107	-1520.7675167	1171.69244291
21	-2484.88041062	-2958.76740226	2123.98294426
22	-4701.94314835	-4731.65882289	3930.25796581
23	-6446.34380411	-5767.50805948	5326.81150912
24	-7611.31841401	-7447.64458714	6288.50182376
25	-568.728799133	2862.81942486	347.977312871
26	-141.093871891	4617.34070152	-66.2418660179
